id_election;annee;type_election;tour;code_commune;libelle_commune;nom;nuance;parti_politique;famille_politique;voix;ratio_voix_inscrits;ratio_voix_exprimes
2019_euro_t1;2019;euro;1;69006;Amplepuis;EUROPE AU SERVICE PEUPLES;LFG;Front de Gauche / NUPES;Gauche radicale;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;EUROPE ÉCOLOGIE;LECO;Europe Ecologie Les Verts;Ecologie;224;6.48;13.34
2019_euro_t1;2019;euro;1;69006;Amplepuis;INITIATIVE CITOYENNE;LDVG;Divers gauche;Gauche;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;LA FRANCE INSOUMISE;LFI;La France Insoumise;Gauche radicale;74;2.14;4.41
2019_euro_t1;2019;euro;1;69006;Amplepuis;LA LIGNE CLAIRE;LEXD;Extreme droite;Extreme droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;LES EUROPÉENS;LENS;Ensemble (Renaissance / LREM);Centre;51;1.48;3.04
2019_euro_t1;2019;euro;1;69006;Amplepuis;LES OUBLIES DE L'EUROPE;LDIV;Divers;Divers;3;0.09;0.18
2019_euro_t1;2019;euro;1;69006;Amplepuis;LISTE CITOYENNE;LDVG;Divers gauche;Gauche;53;1.53;3.16
2019_euro_t1;2019;euro;1;69006;Amplepuis;LISTE DE LA RECONQUÊTE;LREC;Reconquete;Extreme droite;4;0.12;0.24
2019_euro_t1;2019;euro;1;69006;Amplepuis;LUTTE OUVRIÈRE;LEXG;Lutte Ouvriere;Extreme gauche;16;0.46;0.95
2019_euro_t1;2019;euro;1;69006;Amplepuis;NEUTRE ET ACTIF;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;PACE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;PARTI ANIMALISTE;LECO;Parti Animaliste;Ecologie;31;0.9;1.85
2019_euro_t1;2019;euro;1;69006;Amplepuis;PARTI FED. EUROPÉEN;LDIV;Divers;Divers;3;0.09;0.18
2019_euro_t1;2019;euro;1;69006;Amplepuis;PARTI PIRATE;LDIV;Divers;Divers;1;0.03;0.06
2019_euro_t1;2019;euro;1;69006;Amplepuis;POUR L'EUROPE DES GENS;LFG;Front de Gauche / NUPES;Gauche radicale;27;0.78;1.61
2019_euro_t1;2019;euro;1;69006;Amplepuis;PRENEZ LE POUVOIR;LDVG;Divers gauche;Gauche;419;12.13;24.96
